"Choice","Age","Female","Income","Education","Job"
"BOC",53,0,2,5,"Unemployed"
"BOC",20,1,4,2,"Service"
"BOC",43,0,4,1,"Service"
"CCB",30,0,5,5,"Education"
"CCB",54,0,6,3,"Service"
"CCB",31,0,6,4,"Service"
"BOC",42,0,4,1,"Finance"
"CCB",44,0,5,2,"Student"
"CCB",43,0,4,4,"Student"
"BOC",40,1,7,4,"Retired"
"CCB",27,1,3,4,"Retired"
"BOC",40,0,3,4,"Service"
"CCB",74,1,3,2,"Unemployed"
"CCB",68,0,3,2,"Student"
"CCB",69,0,3,3,"Unemployed"
"BOC",69,1,6,4,"Unemployed"
"CCB",72,1,4,5,"Education"
"BOC",75,1,7,4,"Retired"
"CCB",60,0,3,4,"Education"
"CCB",62,1,5,1,"Student"
"CCB",70,1,4,4,"Government"
"CCB",31,1,4,2,"Industry"
"ICBC",25,0,1,1,"Industry"
"CCB",63,1,2,5,"Government"
"CCB",73,1,5,5,"Retired"
"CCB",43,1,7,4,"Unemployed"
"BOC",49,1,1,3,"Service"
"BOC",30,0,2,2,"Industry"
"CCB",50,1,2,1,"Service"
"CCB",50,0,7,3,"Retired"
"BOC",29,0,4,2,"Retired"
"CCB",53,0,3,4,"Service"
"CCB",36,0,5,4,"Retired"
"CCB",74,1,5,1,"Education"
"CCB",40,0,3,3,"Unemployed"
"BOC",58,0,4,3,"Student"
"CCB",21,0,1,3,"Service"
"BOC",39,1,2,2,"Service"
"BOC",19,1,3,5,"Unemployed"
"BOC",29,1,3,3,"Unemployed"
"CCB",23,0,7,2,"Unemployed"
"BOC",59,0,3,5,"Industry"
"CCB",68,0,7,4,"Government"
"BOC",20,1,5,3,"Student"
"BOC",74,1,5,4,"Unemployed"
"CCB",19,1,4,3,"Government"
"BOC",47,1,6,4,"Industry"
"BOC",39,0,7,2,"Retired"
"ICBC",24,1,6,2,"Unemployed"
"BOC",45,0,4,2,"Unemployed"
"BOC",59,1,4,4,"Student"
"CCB",38,1,7,2,"Government"
"CCB",68,1,5,5,"Industry"
"BOC",34,0,7,2,"Retired"
"CCB",34,0,5,1,"Industry"
"CCB",43,0,5,2,"Service"
"BOC",69,0,2,4,"Education"
"CCB",18,0,2,3,"Government"
"CCB",69,0,4,1,"Unemployed"
"BOC",61,1,1,4,"Education"
"BOC",61,1,7,4,"Industry"
"ICBC",71,1,2,1,"Retired"
"CCB",69,1,5,5,"Industry"
"ICBC",44,1,5,2,"Industry"
"CCB",44,1,5,3,"Finance"
"CCB",44,1,2,1,"Education"
"BOC",68,1,1,5,"Student"
"CCB",35,0,6,5,"Government"
"CCB",24,0,4,4,"Service"
"ABC",38,1,1,1,"Government"
"ICBC",71,1,1,1,"Government"
"CCB",46,0,3,2,"Government"
"BOC",58,0,1,2,"Student"
"CCB",70,0,5,1,"Student"
"BOC",35,1,4,4,"Student"
"CCB",58,0,5,4,"Retired"
"ICBC",34,0,5,2,"Industry"
"CCB",23,0,1,5,"Student"
"BOC",32,0,4,3,"Service"
"BOC",67,0,1,5,"Finance"
"CCB",48,1,2,5,"Finance"
"CCB",59,0,7,4,"Student"
"BOC",52,1,1,1,"Education"
"BOC",40,1,4,3,"Service"
"BOC",38,1,2,1,"Student"
"BOC",58,1,1,5,"Finance"
"BOC",62,0,3,5,"Unemployed"
"CCB",46,0,5,2,"Government"
"CCB",24,1,2,2,"Government"
"CCB",49,0,1,1,"Education"
"CCB",41,1,3,2,"Retired"
"BOC",31,0,6,4,"Student"
"BOC",25,1,5,2,"Service"
"CCB",67,0,4,3,"Education"
"BOC",23,1,1,5,"Finance"
"BOC",34,1,3,4,"Service"
"BOC",37,1,3,5,"Retired"
"BOC",62,1,3,4,"Student"
"BOC",25,0,5,5,"Service"
"CCB",51,1,7,4,"Service"
"ABC",48,0,3,1,"Retired"
"BOC",60,1,3,1,"Education"
"CCB",37,0,7,1,"Education"
"CCB",40,0,4,2,"Government"
"BOC",27,0,1,4,"Service"
"CCB",44,0,7,5,"Industry"
"BOC",49,0,2,4,"Education"
"ICBC",40,1,5,1,"Industry"
"CCB",58,0,3,3,"Service"
"BOC",74,0,1,5,"Finance"
"CCB",22,1,4,4,"Industry"
"CCB",40,1,2,5,"Service"
"CCB",26,1,1,1,"Industry"
"BOC",21,1,3,2,"Government"
"CCB",37,0,1,3,"Education"
"BOC",75,0,7,1,"Unemployed"
"BOC",45,1,6,3,"Finance"
"BOC",19,1,3,4,"Industry"
"CCB",44,1,1,2,"Education"
"CCB",60,1,6,2,"Unemployed"
"BOC",66,0,3,5,"Student"
"BOC",49,1,1,4,"Finance"
"BOC",56,1,5,3,"Government"
"CCB",21,0,3,3,"Education"
"BOC",18,1,6,3,"Student"
"CCB",49,1,3,2,"Finance"
"CCB",58,1,7,1,"Government"
"BOC",32,0,7,1,"Government"
"CCB",63,0,4,3,"Student"
"ICBC",57,1,6,1,"Retired"
"BOC",58,0,2,3,"Service"
"CCB",66,1,7,5,"Government"
"BOC",21,0,1,5,"Retired"
"CCB",69,1,6,2,"Unemployed"
"CCB",71,0,4,4,"Service"
"CCB",50,0,4,3,"Government"
"CCB",63,0,7,3,"Education"
"BOC",65,0,2,5,"Unemployed"
"BOC",33,1,3,4,"Finance"
"BOC",40,0,3,5,"Retired"
"BOC",53,0,5,3,"Finance"
"CCB",22,0,7,1,"Industry"
"CCB",23,1,6,5,"Service"
"BOC",57,1,4,2,"Unemployed"
"CCB",75,0,1,2,"Government"
"CCB",38,0,5,5,"Unemployed"
"CCB",43,1,6,4,"Education"
"BOC",27,1,3,2,"Government"
"BOC",37,0,1,5,"Unemployed"
"ABC",59,0,4,1,"Retired"
"BOC",56,1,4,5,"Student"
"CCB",61,1,4,3,"Government"
"CCB",56,0,3,4,"Retired"
"CCB",29,0,7,2,"Industry"
"CCB",29,1,6,4,"Student"
"BOC",23,0,5,4,"Industry"
"BOC",35,1,1,4,"Education"
"BOC",23,0,3,4,"Service"
"CCB",66,1,6,4,"Unemployed"
"BOC",56,0,5,5,"Finance"
"CCB",51,0,6,5,"Service"
"CCB",23,0,7,2,"Industry"
"CCB",27,0,7,4,"Unemployed"
"CCB",22,0,7,2,"Finance"
"BOC",27,1,4,5,"Unemployed"
"CCB",55,0,6,1,"Unemployed"
"CCB",59,0,6,4,"Government"
"CCB",75,1,5,3,"Finance"
"CCB",61,0,6,3,"Service"
"BOC",46,1,4,4,"Unemployed"
"CCB",39,0,1,2,"Government"
"CCB",72,0,5,2,"Government"
"CCB",24,0,4,5,"Unemployed"
"CCB",34,0,7,3,"Service"
"CCB",37,0,7,2,"Industry"
"BOC",72,0,6,4,"Education"
"BOC",31,0,6,1,"Service"
"CCB",58,1,2,5,"Finance"
"CCB",58,1,7,1,"Unemployed"
"CCB",25,1,4,1,"Education"
"CCB",72,1,5,3,"Industry"
"ICBC",25,1,2,1,"Unemployed"
"CCB",26,1,7,2,"Student"
"CCB",59,1,6,4,"Student"
"CCB",25,0,7,5,"Education"
"CCB",21,0,7,3,"Industry"
"BOC",71,1,2,3,"Finance"
"CCB",65,0,4,3,"Retired"
"ICBC",38,1,2,1,"Unemployed"
"BOC",40,0,1,4,"Unemployed"
"CCB",68,0,3,2,"Student"
"BOC",64,0,5,3,"Government"
"ICBC",50,1,6,1,"Service"
"BOC",69,1,4,5,"Student"
"CCB",42,1,7,2,"Retired"
"CCB",48,1,2,5,"Education"
"BOC",25,1,1,2,"Student"
"CCB",57,0,2,1,"Government"
"BOC",73,0,6,5,"Unemployed"
"ICBC",50,1,2,5,"Service"
"CCB",22,0,1,5,"Retired"
"BOC",61,0,2,5,"Finance"
"BOC",24,1,1,3,"Industry"
"BOC",38,1,1,1,"Education"
"CCB",49,0,4,5,"Student"
"CCB",69,0,4,3,"Unemployed"
"CCB",37,0,7,2,"Education"
"CCB",23,0,2,4,"Education"
"CCB",37,0,4,4,"Unemployed"
"BOC",37,0,6,5,"Student"
"BOC",44,0,3,4,"Unemployed"
"BOC",59,1,5,3,"Service"
"CCB",37,0,3,5,"Student"
"CCB",49,1,2,5,"Education"
"CCB",39,0,7,1,"Industry"
"BOC",32,1,3,2,"Unemployed"
"ICBC",62,0,7,2,"Industry"
"ICBC",51,0,6,1,"Government"
"ICBC",48,0,3,3,"Industry"
"ICBC",56,0,4,3,"Retired"
"BOC",27,1,2,5,"Finance"
"BOC",28,1,5,4,"Student"
"ICBC",62,1,3,1,"Student"
"ICBC",50,0,7,1,"Unemployed"
"BOC",20,0,1,4,"Finance"
"CCB",45,1,1,5,"Education"
"BOC",38,1,2,5,"Industry"
"BOC",64,1,4,4,"Government"
"BOC",61,1,5,4,"Industry"
"CCB",73,1,4,2,"Unemployed"
"CCB",55,0,2,2,"Unemployed"
"ICBC",66,0,6,3,"Retired"
"CCB",55,1,5,2,"Finance"
"CCB",73,0,3,2,"Service"
"CCB",27,0,7,3,"Government"
"CCB",35,1,6,2,"Student"
"CCB",43,1,4,1,"Unemployed"
"CCB",26,1,5,4,"Finance"
"BOC",53,1,2,4,"Unemployed"
"BOC",41,1,5,1,"Unemployed"
"ICBC",35,1,6,2,"Finance"
"BOC",53,0,1,3,"Retired"
"BOC",36,0,2,1,"Government"
"BOC",20,1,3,5,"Finance"
"BOC",62,1,5,5,"Government"
"CCB",37,1,4,3,"Service"
"BOC",59,1,4,4,"Service"
"BOC",46,1,4,3,"Finance"
"CCB",45,1,1,1,"Service"
"CCB",38,0,4,2,"Finance"
"CCB",43,0,1,4,"Retired"
"BOC",36,0,2,3,"Industry"
"CCB",65,1,7,3,"Service"
"BOC",75,0,1,4,"Unemployed"
"CCB",24,0,6,2,"Student"
"CCB",28,0,5,3,"Student"
"ICBC",19,1,4,1,"Student"
"CCB",40,1,3,5,"Government"
"ICBC",25,0,3,1,"Industry"
"BOC",52,1,7,5,"Unemployed"
"BOC",75,0,1,3,"Unemployed"
"CCB",62,0,3,3,"Government"
"BOC",68,1,7,1,"Service"
"BOC",65,1,1,3,"Unemployed"
"CCB",56,0,5,2,"Student"
"CCB",21,0,3,2,"Retired"
"CCB",23,1,1,3,"Service"
"BOC",56,0,2,5,"Retired"
"CCB",56,1,6,1,"Government"
"CCB",21,1,6,5,"Education"
"CCB",51,1,2,3,"Finance"
"BOC",31,0,2,5,"Industry"
"ICBC",75,1,3,3,"Service"
"CCB",34,0,3,4,"Service"
"CCB",73,1,1,2,"Government"
"BOC",58,1,6,5,"Service"
"ICBC",67,0,4,1,"Finance"
"CCB",61,1,6,5,"Government"
"CCB",71,1,1,3,"Industry"
"CCB",46,1,6,3,"Education"
"CCB",25,1,6,1,"Retired"
"CCB",55,1,6,5,"Education"
"BOC",73,0,5,2,"Industry"
"CCB",23,0,5,2,"Unemployed"
"CCB",42,1,6,2,"Finance"
"ICBC",61,0,6,2,"Government"
"CCB",58,0,4,3,"Retired"
"CCB",35,0,3,4,"Finance"
"ABC",50,0,4,3,"Retired"
"ICBC",62,0,5,3,"Retired"
"ICBC",52,1,1,2,"Student"
"BOC",48,1,3,5,"Education"
"BOC",32,1,4,3,"Finance"
"BOC",74,0,1,1,"Industry"
"CCB",65,0,5,2,"Student"
"BOC",66,0,1,3,"Retired"
"BOC",59,1,3,3,"Unemployed"
"CCB",37,0,6,5,"Student"
"CCB",70,1,4,2,"Industry"
"CCB",73,1,3,2,"Finance"
"BOC",49,1,5,4,"Finance"
"BOC",30,0,1,4,"Retired"
"BOC",28,1,1,5,"Service"
"CCB",37,0,7,4,"Industry"
"BOC",48,0,1,3,"Unemployed"
"CCB",74,0,5,4,"Education"
"ICBC",38,1,6,1,"Retired"
"CCB",37,0,5,1,"Education"
"BOC",51,1,1,2,"Service"
"CCB",22,0,4,3,"Education"
"CCB",32,0,7,1,"Student"
"ICBC",52,0,6,3,"Service"
"CCB",57,1,4,2,"Retired"
"BOC",43,0,3,5,"Finance"
"BOC",19,0,7,3,"Industry"
"ABC",74,1,1,1,"Government"
"BOC",42,1,3,5,"Industry"
"CCB",75,1,5,1,"Government"
"CCB",59,1,6,1,"Student"
"BOC",62,1,7,4,"Service"
"BOC",42,1,4,4,"Finance"
"CCB",65,0,7,5,"Government"
"BOC",43,1,4,4,"Unemployed"
"BOC",35,1,2,2,"Service"
"CCB",39,0,5,1,"Student"
"CCB",52,0,3,1,"Retired"
"CCB",45,1,3,4,"Education"
"CCB",72,0,6,5,"Government"
"CCB",57,1,3,3,"Service"
"CCB",60,1,4,4,"Retired"
"CCB",46,0,2,1,"Government"
"CCB",48,1,1,3,"Service"
"BOC",52,1,2,4,"Education"
"ICBC",23,1,3,1,"Service"
"BOC",57,0,5,1,"Student"
"CCB",52,0,5,4,"Finance"
"CCB",32,1,5,3,"Service"
"CCB",34,0,4,1,"Industry"
"CCB",67,1,2,2,"Service"
"CCB",60,0,5,2,"Student"
"CCB",45,0,7,2,"Government"
"CCB",63,1,7,2,"Retired"
"CCB",46,0,4,2,"Government"
"CCB",27,1,5,3,"Finance"
"CCB",19,1,3,3,"Retired"
"BOC",50,1,2,5,"Unemployed"
"CCB",62,0,6,1,"Retired"
"ABC",65,1,1,2,"Retired"
"CCB",56,0,1,2,"Industry"
"ICBC",41,1,4,1,"Service"
"ICBC",65,1,5,2,"Finance"
"BOC",56,0,1,1,"Government"
"CCB",18,1,1,2,"Industry"
"CCB",69,0,3,4,"Finance"
"CCB",33,1,7,2,"Retired"
"ICBC",65,1,4,2,"Industry"
"CCB",27,1,5,1,"Finance"
"CCB",67,1,4,1,"Unemployed"
"BOC",69,1,1,3,"Service"
"CCB",23,0,4,4,"Industry"
"BOC",47,1,7,3,"Unemployed"
"ICBC",73,0,3,1,"Finance"
"BOC",49,1,7,1,"Finance"
"ABC",55,1,1,1,"Student"
"CCB",66,0,7,5,"Service"
"ICBC",33,1,3,4,"Retired"
"BOC",25,0,2,4,"Service"
"BOC",35,1,3,4,"Student"
"BOC",46,1,2,3,"Retired"
"ICBC",24,0,3,1,"Student"
"ABC",41,0,1,1,"Student"
"ICBC",46,1,5,1,"Retired"
"BOC",18,0,1,2,"Service"
"CCB",74,0,6,4,"Unemployed"
"CCB",42,0,4,1,"Education"
"CCB",72,0,2,5,"Service"
"BOC",24,1,1,1,"Retired"
"BOC",72,1,1,4,"Student"
"BOC",50,0,5,4,"Service"
"CCB",67,0,6,4,"Government"
"BOC",54,0,5,2,"Finance"
"CCB",43,0,5,5,"Retired"
"CCB",71,1,7,5,"Service"
"CCB",25,0,3,5,"Retired"
"CCB",74,1,1,3,"Unemployed"
"BOC",36,0,4,3,"Finance"
"CCB",60,1,7,5,"Finance"
"BOC",39,1,3,3,"Service"
"ICBC",59,0,5,5,"Student"
"CCB",38,1,5,5,"Unemployed"
"BOC",40,0,2,5,"Service"
"CCB",36,0,6,3,"Student"
"CCB",46,1,2,2,"Education"
"BOC",67,0,2,4,"Finance"
"BOC",65,0,7,1,"Finance"
"CCB",51,0,5,2,"Service"
"BOC",23,1,5,5,"Service"
"CCB",71,1,4,3,"Education"
"CCB",55,0,3,4,"Education"
"CCB",52,0,6,4,"Retired"
"BOC",55,1,3,5,"Education"
"BOC",71,1,2,3,"Industry"
"CCB",42,1,5,2,"Service"
"CCB",38,1,6,3,"Education"
"CCB",43,1,4,2,"Industry"
"BOC",65,0,1,3,"Unemployed"
"BOC",48,1,3,3,"Unemployed"
"BOC",68,0,2,2,"Unemployed"
"BOC",53,1,1,2,"Student"
"BOC",43,1,3,3,"Education"
"CCB",55,1,5,1,"Government"
"CCB",50,1,1,2,"Education"
"CCB",68,0,3,5,"Industry"
"CCB",25,0,6,4,"Unemployed"
"CCB",52,1,4,3,"Service"
"CCB",68,0,3,2,"Retired"
"CCB",61,0,4,1,"Education"
"CCB",20,0,1,1,"Education"
"ICBC",59,1,2,1,"Industry"
"ABC",75,1,1,3,"Retired"
"CCB",30,1,7,1,"Industry"
"CCB",44,1,3,2,"Education"
"BOC",31,1,4,4,"Education"
"CCB",74,0,5,2,"Service"
"CCB",49,1,2,2,"Student"
"BOC",37,0,2,3,"Retired"
"CCB",67,0,2,4,"Unemployed"
"BOC",70,0,3,4,"Student"
"CCB",26,1,7,5,"Retired"
"BOC",44,1,5,5,"Retired"
"CCB",53,0,1,3,"Retired"
"BOC",45,1,2,5,"Service"
"CCB",45,0,6,5,"Industry"
"BOC",68,0,2,4,"Education"
"ABC",66,0,1,1,"Service"
"ICBC",28,1,4,2,"Industry"
"BOC",49,0,3,2,"Retired"
"BOC",60,0,4,3,"Education"
"CCB",73,0,1,4,"Industry"
"BOC",34,1,5,4,"Education"
"CCB",62,0,2,5,"Service"
"CCB",53,0,2,2,"Retired"
"ICBC",31,1,6,1,"Industry"
"CCB",21,1,2,3,"Education"
"BOC",44,1,2,2,"Retired"
"BOC",29,0,7,1,"Unemployed"
"CCB",39,0,5,4,"Unemployed"
"CCB",45,1,6,3,"Industry"
"ICBC",35,1,2,1,"Industry"
"BOC",49,0,6,2,"Education"
"BOC",33,0,2,2,"Finance"
"CCB",46,1,3,3,"Education"
"CCB",44,1,5,2,"Government"
"CCB",68,0,3,1,"Government"
"CCB",54,0,6,1,"Government"
"ICBC",54,1,2,2,"Student"
"BOC",30,1,5,3,"Retired"
"CCB",60,1,2,3,"Industry"
"BOC",55,1,4,4,"Finance"
"CCB",74,1,2,4,"Government"
"CCB",57,0,3,4,"Retired"
"BOC",26,0,2,5,"Finance"
"BOC",29,0,6,5,"Unemployed"
"CCB",38,1,4,5,"Government"
"BOC",66,0,6,4,"Industry"
"CCB",38,0,2,2,"Retired"
"BOC",58,0,2,5,"Finance"
"CCB",73,0,3,3,"Service"
"CCB",50,0,7,1,"Industry"
"CCB",65,1,5,3,"Retired"
"CCB",35,0,5,5,"Student"
"ICBC",45,1,3,4,"Government"
"BOC",36,1,3,2,"Student"
"BOC",72,0,7,4,"Industry"
"CCB",52,1,3,3,"Finance"
"BOC",60,1,2,2,"Education"
"BOC",70,0,7,4,"Education"
"CCB",45,0,3,2,"Service"
"ICBC",49,0,1,2,"Unemployed"
"CCB",44,1,5,4,"Unemployed"
"CCB",73,0,6,3,"Retired"
"CCB",73,0,4,4,"Service"
"CCB",20,0,3,1,"Education"
"ICBC",47,1,1,2,"Education"
"CCB",23,0,5,3,"Education"
"ABC",68,1,1,4,"Retired"
"CCB",29,0,2,4,"Service"
"BOC",42,1,4,3,"Retired"
"BOC",50,0,5,4,"Unemployed"
"BOC",49,0,4,3,"Unemployed"
"CCB",59,1,7,4,"Government"
"BOC",40,1,3,3,"Service"
"BOC",39,0,4,4,"Unemployed"
"CCB",21,0,7,1,"Education"
"ICBC",70,1,1,3,"Retired"
"CCB",27,1,5,4,"Education"
"CCB",41,0,2,4,"Student"
"CCB",30,1,6,4,"Retired"
"BOC",26,0,6,4,"Unemployed"
"BOC",75,0,7,3,"Unemployed"
"BOC",75,1,6,4,"Education"
"CCB",45,0,6,4,"Government"
"BOC",31,1,1,5,"Finance"
"BOC",64,1,2,1,"Government"
"CCB",23,1,5,3,"Student"
"CCB",26,1,4,4,"Government"
"CCB",26,1,3,3,"Finance"
"CCB",27,1,2,4,"Finance"
"ICBC",43,0,4,3,"Industry"
"CCB",28,0,3,3,"Unemployed"
"CCB",43,1,3,1,"Industry"
"BOC",64,1,5,3,"Education"
"BOC",20,1,4,5,"Student"
"BOC",62,0,6,4,"Student"
"BOC",73,0,4,5,"Student"
"BOC",57,1,3,5,"Finance"
"BOC",44,0,1,5,"Unemployed"
"CCB",66,0,7,5,"Service"
"CCB",55,0,5,2,"Government"
"BOC",33,0,1,1,"Government"
"ABC",35,0,3,1,"Retired"
"CCB",20,1,5,2,"Government"
"CCB",30,0,7,1,"Service"
"CCB",56,1,3,5,"Education"
"BOC",31,0,7,2,"Government"
"CCB",29,1,5,5,"Government"
"BOC",69,1,3,4,"Education"
"BOC",52,0,5,5,"Education"
"BOC",41,1,6,1,"Retired"
"ICBC",43,1,5,2,"Industry"
"BOC",45,1,2,4,"Retired"
"BOC",51,0,5,5,"Unemployed"
"CCB",56,0,7,1,"Education"
"CCB",58,1,6,2,"Retired"
"CCB",74,0,3,1,"Unemployed"
"CCB",61,0,3,5,"Retired"
"BOC",64,0,5,4,"Industry"
"CCB",37,1,5,4,"Retired"
"CCB",56,1,7,4,"Finance"
"CCB",53,0,7,3,"Unemployed"
"CCB",34,0,1,4,"Service"
"ICBC",67,0,3,1,"Unemployed"
"BOC",44,0,1,2,"Industry"
"BOC",47,0,2,5,"Retired"
"CCB",68,1,4,3,"Education"
"BOC",59,0,6,5,"Retired"
"CCB",56,0,4,2,"Student"
"BOC",30,0,6,2,"Unemployed"
"ICBC",58,1,4,2,"Unemployed"
"BOC",34,1,4,4,"Student"
"BOC",61,1,3,3,"Finance"
"BOC",47,0,1,5,"Service"
"CCB",64,0,5,2,"Student"
"ICBC",25,0,3,1,"Service"
"CCB",68,1,2,5,"Government"
"BOC",60,0,5,5,"Service"
"CCB",67,0,6,5,"Service"
"BOC",20,0,2,5,"Unemployed"
"CCB",22,0,7,4,"Retired"
"BOC",59,1,2,1,"Service"
"BOC",23,1,7,5,"Unemployed"
"CCB",52,1,5,2,"Student"
"CCB",30,0,1,2,"Education"
"CCB",31,0,2,4,"Student"
"BOC",56,1,7,5,"Student"
"CCB",50,0,7,1,"Education"
"BOC",25,0,4,4,"Industry"
"CCB",46,1,4,4,"Student"
"CCB",40,0,7,5,"Finance"
"CCB",53,1,5,5,"Education"
"CCB",56,1,3,1,"Government"
"CCB",69,0,6,3,"Government"
"CCB",64,0,3,3,"Government"
"BOC",32,0,5,1,"Service"
"CCB",61,0,2,4,"Retired"
"ICBC",35,1,2,1,"Student"
"CCB",70,1,7,4,"Student"
"CCB",26,0,6,5,"Industry"
"BOC",58,1,6,4,"Education"
"CCB",53,1,7,2,"Retired"
"CCB",43,1,6,4,"Government"
"CCB",56,1,5,2,"Student"
"BOC",45,1,4,4,"Service"
"BOC",46,1,7,5,"Finance"
"CCB",52,0,5,3,"Government"
"BOC",30,0,1,3,"Unemployed"
"BOC",47,1,1,5,"Education"
"CCB",66,1,4,2,"Service"
"CCB",68,1,6,1,"Retired"
"CCB",34,0,7,5,"Industry"
"CCB",53,0,5,2,"Unemployed"
"BOC",41,1,6,3,"Unemployed"
"CCB",69,0,6,3,"Government"
"BOC",70,1,3,5,"Finance"
"BOC",73,1,4,2,"Finance"
"BOC",22,1,3,5,"Unemployed"
"BOC",67,0,6,5,"Service"
"CCB",27,0,3,1,"Service"
"CCB",66,1,5,5,"Industry"
"CCB",44,0,3,3,"Industry"
"CCB",27,1,7,4,"Industry"
"BOC",25,0,6,3,"Education"
"CCB",25,1,7,5,"Industry"
"CCB",71,0,5,2,"Government"
"BOC",58,1,4,2,"Retired"
"ICBC",75,0,2,2,"Retired"
"BOC",23,1,2,5,"Student"
"ICBC",47,1,5,1,"Education"
"CCB",25,1,6,2,"Government"
"CCB",56,0,7,3,"Industry"
"BOC",61,0,7,5,"Retired"
"BOC",49,0,5,3,"Retired"
"BOC",56,0,3,5,"Industry"
"CCB",20,0,7,2,"Student"
"BOC",20,1,6,3,"Unemployed"
"BOC",22,0,7,4,"Finance"
"BOC",32,1,7,1,"Government"
"CCB",22,1,7,4,"Government"
"BOC",59,0,7,5,"Government"
"CCB",51,1,4,4,"Industry"
"CCB",43,0,7,2,"Student"
"BOC",26,0,2,4,"Industry"
"BOC",21,1,1,5,"Student"
"BOC",26,1,5,2,"Student"
"CCB",20,0,6,3,"Finance"
"BOC",19,0,3,5,"Student"
"CCB",44,1,6,2,"Finance"
"CCB",27,0,4,1,"Finance"
"CCB",35,0,7,2,"Student"
"BOC",64,0,6,1,"Student"
"BOC",44,1,2,4,"Service"
"CCB",48,0,7,2,"Industry"
"CCB",45,0,1,4,"Unemployed"
"CCB",72,0,4,2,"Student"
"CCB",74,1,3,3,"Service"
"CCB",41,0,3,3,"Government"
"CCB",39,0,6,2,"Government"
"CCB",36,0,5,3,"Unemployed"
"BOC",19,1,6,5,"Industry"
"BOC",28,1,3,5,"Finance"
"ICBC",69,1,2,3,"Student"
"CCB",52,1,2,1,"Finance"
"BOC",35,0,5,3,"Finance"
"BOC",56,0,4,5,"Student"
"CCB",55,1,4,1,"Service"
"CCB",71,0,6,5,"Student"
"CCB",50,0,7,1,"Student"
"BOC",18,1,1,1,"Unemployed"
"CCB",70,0,5,1,"Finance"
"BOC",68,0,2,4,"Government"
"ICBC",63,1,5,1,"Finance"
"BOC",67,1,1,5,"Industry"
"BOC",45,0,5,2,"Student"
"CCB",28,1,6,1,"Government"
"CCB",35,1,7,1,"Service"
"BOC",24,0,4,4,"Industry"
"CCB",22,0,3,5,"Retired"
"CCB",66,0,5,5,"Government"
"CCB",67,0,4,3,"Finance"
"CCB",66,0,3,2,"Unemployed"
"BOC",68,1,2,4,"Government"
"CCB",62,1,5,3,"Finance"
"CCB",69,1,1,1,"Finance"
"CCB",52,0,4,5,"Education"
"BOC",63,0,3,4,"Service"
"CCB",42,0,4,2,"Retired"
"BOC",21,0,3,3,"Government"
"BOC",33,1,5,3,"Education"
"BOC",27,1,1,5,"Industry"
"CCB",22,0,4,2,"Student"
"BOC",64,1,2,4,"Retired"
"CCB",50,1,6,2,"Government"
"BOC",29,1,2,5,"Unemployed"
"CCB",49,0,4,1,"Unemployed"
"BOC",61,1,3,4,"Service"
"CCB",57,0,2,4,"Unemployed"
"CCB",71,0,3,1,"Service"
"BOC",32,0,7,2,"Finance"
"CCB",70,0,4,1,"Unemployed"
"BOC",24,1,3,2,"Unemployed"
"CCB",32,0,7,4,"Retired"
"CCB",28,1,7,4,"Unemployed"
"BOC",22,1,3,4,"Education"
"BOC",35,1,7,4,"Unemployed"
"CCB",40,0,2,3,"Retired"
"BOC",19,1,7,3,"Unemployed"
"ICBC",60,1,5,3,"Retired"
"ICBC",71,0,7,2,"Service"
"BOC",31,0,4,3,"Government"
"CCB",70,0,4,5,"Student"
"BOC",28,1,2,3,"Retired"
"ICBC",30,1,5,1,"Retired"
"BOC",36,1,3,5,"Student"
"CCB",42,0,4,5,"Finance"
"BOC",61,0,4,4,"Industry"
"ICBC",43,1,1,3,"Unemployed"
"CCB",52,1,4,3,"Education"
"BOC",28,1,7,5,"Industry"
"BOC",27,0,6,2,"Unemployed"
"BOC",44,0,6,4,"Finance"
"CCB",59,0,3,2,"Service"
"BOC",35,1,6,4,"Retired"
"BOC",22,1,3,5,"Industry"
"CCB",21,1,5,1,"Education"
"BOC",31,1,1,2,"Finance"
"CCB",54,1,3,1,"Finance"
"CCB",41,0,7,4,"Student"
"BOC",28,1,5,2,"Unemployed"
"CCB",66,1,7,1,"Finance"
"CCB",45,0,4,4,"Education"
"CCB",69,1,7,1,"Student"
"CCB",21,0,5,2,"Education"
"CCB",33,1,4,2,"Industry"
"BOC",56,1,1,2,"Finance"
"CCB",64,0,1,1,"Government"
"BOC",55,0,3,4,"Finance"
"CCB",54,1,4,3,"Finance"
"BOC",34,1,4,4,"Finance"
"CCB",33,0,3,3,"Finance"
"BOC",22,1,7,4,"Finance"
"ICBC",71,1,2,1,"Student"
"CCB",73,0,7,2,"Government"
"BOC",48,0,4,5,"Education"
"CCB",25,0,3,3,"Retired"
"CCB",32,0,6,5,"Finance"
"BOC",57,0,3,3,"Finance"
"CCB",63,0,7,2,"Retired"
"ICBC",67,1,2,4,"Student"
"CCB",20,1,5,3,"Education"
"BOC",31,0,2,4,"Retired"
"CCB",61,1,6,3,"Finance"
"BOC",39,1,7,3,"Retired"
"CCB",28,1,6,4,"Service"
"BOC",30,1,3,2,"Industry"
"ICBC",48,1,4,1,"Student"
"CCB",75,1,2,3,"Education"
"CCB",19,1,5,3,"Government"
"CCB",22,1,4,2,"Finance"
"CCB",46,0,5,4,"Finance"
"CCB",21,1,5,4,"Retired"
